Soma Surface,Number of Stems,Number of Bifurcations,Number of Branches,Overall Width,Overall Height,Overall Depth,Average Diameter,Total Length,Total Surface,Total Volume,Max Euclidean Distance,Max Path Distance,Max Branch Order,Average Contraction,Total Fragmentation,Partition Asymmetry,Average Rall's Ratio,Average Bifurcation Angle Local,Average Bifurcation Angle Remote,Fractal Dimension,Category
250317.8481,2,1,4,68.21,160.32,0,0.25,258.78,203.252,12.73,91.52,105.12,2,0.93,586,0.5,2,85.85,123.86,1.02,131
250317.8481,2,14,30,287.62,708.92,0,0.25,2127.9,1671.252,104.453,640.07,740.46,11,0.93,4366,0.64,2,102.84,99.07,1.02,131
250317.8481,1,13,27,56.29,214.07,0,0.25,465.81,365.852,22.873,216.57,299.05,12,0.94,888,0.82,2,76.18,96.51,1.03,131
363.672,1,2,5,13.58,99.83,3.32,1.7,136.28,744.152,345.463,104.63,116.83,2,0.92,53,0.5,1.33,112.1,97.97,1.03,144
250317.8481,1,14,29,135.08,257.36,0,0.25,913.11,717.162,44.823,276.68,396.8,12,0.92,1810,0.76,2,84.81,93,1.03,131
250317.8481,1,14,29,247,477.64,0,0.25,1719.84,1350.762,84.423,332.6,377.3,10,0.94,3486,0.74,2,86.09,76.42,1.03,131
4073.12,11,58,127,439.67,855.03,152.96,1.71,9656.63,55765.92,38412.63,714.22,776.06,15,0.94,799,0.47,1.39,65.43,53.08,1.02,143
250317.8481,2,6,14,113.19,184.72,0,0.25,415.06,325.992,20.373,193.32,206.79,7,0.94,272,0.86,2,46.09,72.85,1.02,131
250317.8481,2,15,32,113.11,367.19,0,0.25,1237.29,971.762,60.743,251.33,293.42,7,0.94,2642,0.55,2,45.28,50.12,1.02,131
250317.8481,2,5,12,65.51,128.02,0,0.25,382.09,300.092,18.763,87.68,103.75,4,0.92,811,0.53,2,60.28,101.69,1.03,131
250317.8481,1,7,15,159.35,342.47,0,0.25,772.51,606.732,37.923,221.28,375.23,5,0.94,1600,0.6,2,121.57,127.95,1.03,131
250317.8481,1,7,15,24.73,205.58,0,0.25,313.71,246.392,15.43,214.65,239.19,7,0.93,426,0.86,2,37.44,69.92,1.02,131
250317.8481,1,11,23,179.64,283.53,0,0.25,959.5,753.592,47.13,217.01,262.73,10,0.95,1942,0.78,2,99.35,106.47,1.02,131
250317.8481,2,9,20,40.29,462.78,0,0.25,613.76,482.052,30.133,285.94,321.82,10,0.93,870,0.9,2,20.7,96.47,1.02,131
250317.8481,2,2,6,43.28,132.73,0,0.25,253.12,198.82,12.423,122.44,140,3,0.9,178,0.67,2,49.09,45.7,1.02,131
250317.8481,2,2,6,64.37,237.39,0,0.25,356.6,280.072,17.53,176.94,194.78,2,0.93,466,0,2,54.33,65.63,1.02,131
327.812,2,2,6,6.96,71.25,13.04,2.16,106.89,738.042,431.953,72.44,81.79,2,0.91,50,0.5,1.46,65.26,36.84,1.04,144
250317.8481,2,6,14,120.59,275.27,0,0.25,642.96,504.982,31.563,160.84,177.95,5,0.92,841,0.62,2,47.73,81.96,1.03,131
250317.8481,2,2,6,175.12,466.85,0,0.25,828.48,650.692,40.673,272.62,369.54,3,0.92,1704,0.67,2,121.15,159.67,1.02,131
250317.8481,1,11,23,48.36,143.96,0,0.25,379.83,298.322,18.643,160.72,175.31,8,0.93,501,0.76,2,38.45,74.52,1.03,131
9839.772,4,11,26,828.51,852.42,0,1,4584.38,14402.32,3600.563,639.83,743.3,5,0.95,774,0.45,2,43.51,68.13,1.01,125
250317.8481,1,7,15,45.07,571.33,0,0.25,805.22,632.422,39.533,477.61,513.08,6,0.96,1672,0.62,2,88.2,91.63,1.02,131
250317.8481,2,7,16,85.85,189.31,0,0.25,493.74,387.782,24.243,122.17,171.59,5,0.92,970,0.64,2,99.52,88.59,1.03,131
4027.352,6,3,12,210.1,605.92,0,1,1394.53,4381.062,1095.273,549.39,593.8,3,0.96,231,0.67,2,21.94,53.61,1.01,125
250317.8481,1,10,21,177.64,227.02,0,0.25,720.7,566.042,35.383,223.09,270.42,9,0.91,495,0.73,2,25.32,49.16,1.04,131
250317.8481,1,12,25,152.97,731.95,0,0.25,1350.57,1060.742,66.33,536.23,590.35,8,0.94,2754,0.51,2,77.42,97.89,1.03,131
250317.8481,2,6,14,96.12,202.77,0,0.25,493.96,387.962,24.253,129.78,189.56,5,0.91,957,0.57,2,71.58,93.39,1.03,131
828.792,6,42,90,433.48,581.1,70.16,0.55,6467.33,112292,1950.473,444.98,488.02,8,0.91,5576,0.43,1.93,83.09,66.45,1.03,146
250317.8481,2,3,8,49.41,324.34,0,0.25,462.52,363.262,22.73,335.89,371.38,3,0.93,297,0.25,2,109.19,106.51,1.02,131
11722.52,8,35,78,769.49,917.83,0,1,9563.42,30044.42,7511.093,598.67,724.01,8,0.95,1667,0.51,2,71.79,71.48,1.01,125
496.222,7,194,395,309.19,353.5,53.05,0.29,14022.7,12892.62,1134.993,313.05,631.22,29,0.85,12214,0.57,2,91.39,92.04,1.05,146
250317.8481,2,0,2,132.44,443.78,0,0.25,708.78,556.672,34.793,331.25,504.72,1,0.73,958,0,2,174.71,149.64,1.04,131
103.52,1,1,3,38.5,242.4,0,1,315.56,991.372,247.843,253.62,270.38,1,0.96,57,0,2,112.1,77.19,1,125
250317.8481,2,11,24,196.77,433.85,0,0.25,1550.66,1217.882,76.123,431.85,658.05,11,0.91,2990,0.81,2,84.06,108.31,1.03,131
250317.8481,2,2,6,30.33,377.25,0,0.25,461.49,362.452,22.653,210.35,235.56,2,0.93,581,0,2,84.52,115.99,1.03,131
250317.8481,2,32,66,137.55,268.12,0,0.25,1124.37,883.082,55.193,262.02,398.33,18,0.94,2299,0.73,2,90.64,93.62,1.03,131
250317.8481,1,13,27,163.14,455.02,0,0.25,1059.27,831.952,523,469.86,511.6,8,0.94,2155,0.55,2,107.78,106.06,1.02,131
1046.832,10,124,258,915.09,989.09,122.15,0.5,29080.8,47606.72,9590.533,886.57,1207.82,17,0.92,24797,0.49,1.97,78.06,56.06,1.02,146
250317.8481,1,13,27,71.35,257.43,0,0.25,543.92,427.22,26.73,162.07,223.75,9,0.94,1128,0.62,2,80.57,92.04,1.03,131
2412.472,6,51,108,459.93,978.82,155.85,1.57,8269.56,41454.12,22372.93,859.52,920.04,14,0.96,662,0.5,1.39,60.92,56.67,1.01,143
250317.8481,1,6,13,18.97,95.86,0,0.25,162.06,127.282,7.953,68.56,86,6,0.95,341,0.83,2,82.76,91.91,1.03,131
250317.8481,1,4,9,51.27,309.05,0,0.25,402.2,315.882,19.743,310.93,353.94,3,0.94,851,0.25,2,89.16,106.02,1.03,131
250317.8481,2,3,8,44.13,289.98,0,0.25,429.37,337.232,21.083,198.05,211.35,3,0.88,629,0.25,2,122.62,109.18,1.05,131
250317.8481,1,2,5,64.03,251.65,0,0.25,339,266.252,16.643,261.26,319.64,2,0.89,454,0.5,2,67.34,130.95,1.07,131
250317.8481,2,16,34,197.28,252.72,0,0.25,936.24,735.322,45.963,202.17,403.94,13,0.93,1795,0.77,2,94.65,107.18,1.03,131
250317.8481,1,5,11,80.12,192.25,0,0.25,427.04,335.42,20.963,209.88,233.82,4,0.95,573,0.4,2,23.9,40.75,1.02,131
250317.8481,2,4,10,181.24,330.86,0,0.25,1003.41,788.082,49.253,229.04,330.53,4,0.92,2098,0.47,2,76.94,80.56,1.02,131
250317.8481,2,28,58,71.19,174.9,0,0.25,587.02,461.042,28.823,136,153.92,13,0.93,791,0.67,2,57.51,89.94,1.03,131
250317.8481,1,11,23,208.7,241.36,0,0.25,836.71,657.152,41.073,149.37,199.52,8,0.92,1677,0.61,2,70.11,80.44,1.04,131
250317.8481,2,5,12,68.7,387.28,0,0.25,760.08,596.962,37.313,244.89,262.96,5,0.92,1589,0.6,2,38.93,85.43,1.02,131
250317.8481,2,3,8,79.06,246.1,0,0.25,449.64,353.152,22.073,239.91,269.54,4,0.89,618,0.75,2,71.19,77.52,1.03,131
180.342,2,1,4,3.57,84.06,45.64,1.71,126.97,690.352,303.183,91.37,100.42,1,0.92,31,0,2,31.01,6.82,1.02,144
250317.8481,1,15,31,82.32,253.93,0,0.25,527.24,414.092,25.883,192.05,208.99,10,0.94,1061,0.59,2,90.23,102.97,1.03,131
250317.8481,1,7,15,101.83,250.21,0,0.25,563.45,442.542,27.663,279.34,295.3,7,0.95,408,0.86,2,34,83.06,1.02,131
460.842,8,122,252,590.49,1088.69,54.45,0.3,17939.7,16585.32,1440.443,785.26,1425.41,16,0.85,14957,0.48,1.86,87.65,77.29,1.04,146
250317.8481,1,15,31,135.6,256.86,0,0.25,912.41,716.62,44.793,239.29,298,9,0.91,1216,0.58,2,43.78,60.3,1.03,131
250317.8481,2,7,16,201.14,253.93,0,0.25,624.91,490.82,30.683,228.9,254.63,5,0.95,822,0.47,2,101.55,89.85,1.02,131
250317.8481,1,8,17,128.01,221.12,0,0.25,627.6,492.912,30.813,167.41,197.08,5,0.92,805,0.49,2,66.16,80.96,1.03,131
250317.8481,2,15,32,313.13,227.42,0,0.25,1091.85,857.542,53.63,238.65,363.14,11,0.95,2195,0.65,2,95.95,87.97,1.03,131
250317.8481,1,247,495,341.59,432.61,0,0.25,5670.63,4453.72,278.363,469.16,769.87,47,0.94,12193,0.64,2,87.07,90.71,1.03,131
250317.8481,2,1,4,36.8,271.78,0,0.25,342.34,268.872,16.83,248.23,276.54,2,0.93,460,0.5,2,88.33,114.02,1.02,131
250317.8481,1,3,7,54.37,305.32,0,0.25,411.47,323.172,20.23,325.9,380.4,3,0.91,557,0.67,2,19.75,86.47,1.03,131
979.412,7,103,213,560.99,971.78,158.43,0.44,17885.1,25149.22,3681.113,676.92,793.95,17,0.91,14806,0.5,1.95,76.04,64.11,1.02,146
250317.8481,1,4,9,208.03,335.7,0,0.25,785.13,616.642,38.543,230.42,256.96,4,0.96,1635,0.75,2,114.34,112,1.02,131
250317.8481,1,4,9,120.51,442.56,0,0.25,677.57,532.162,33.263,250.77,269.52,4,0.96,1392,0.75,2,111.94,108.88,1.01,131
370.552,7,37,81,358.26,800.12,247.78,0.67,8664.37,18144.82,3220.383,709.38,776.36,8,0.91,6581,0.35,1.94,69.15,49.65,1.02,142
8726.822,11,43,97,502.03,801.01,2.93,1,9752.89,30639.62,7659.93,619.89,937.82,9,0.93,1756,0.47,2,65.96,60.94,1.01,125
250317.8481,1,11,23,102.92,217.65,0,0.25,698.75,548.82,34.33,223.26,270.74,10,0.92,1504,0.79,2,49.62,68.95,1.03,131
160272,9,43,95,448.67,893.45,31.37,1,7390.26,23217.22,5804.33,703.14,1130.56,11,0.94,1277,0.51,2,78.03,73.61,1.01,125
250317.8481,2,7,16,121,183.73,0,0.25,514.43,404.032,25.253,120.46,133.66,5,0.91,683,0.46,2,49.91,75.21,1.02,131
250317.8481,2,9,20,295.35,1002.63,0,0.25,1749.01,1373.672,85.853,925.37,1028.59,6,0.95,3684,0.59,2,73.99,88.73,1.02,131
14625.32,6,40,86,488.13,1039.24,8.15,1,6301.84,19797.82,4949.453,693.4,737.36,18,0.96,1095,0.79,2,82.05,84.15,1.01,125
250317.8481,1,4,9,28.69,197.67,0,0.25,266.49,209.32,13.083,201.2,233.16,4,0.95,186,0.75,2,121.2,120.73,1.02,131
250317.8481,1,4,9,77.66,153.59,0,0.25,384.86,302.272,18.893,171.5,184.91,4,0.95,259,0.75,2,9.04,38.96,1.02,131
250317.8481,1,4,9,68.69,127.28,0,0.25,331.53,260.382,16.273,142.16,164.01,4,0.96,227,0.75,2,38.88,38.51,1.01,131
250317.8481,2,0,2,6.19,87.91,0,0.25,97.95,76.932,4.813,51.5,57.18,1,0.92,66,0,2,165.5,167.31,1.02,131
250317.8481,2,9,20,29.71,247.79,0,0.25,445.29,349.732,21.863,205.74,227,7,0.92,960,0.62,2,30.66,63.02,1.03,131
250317.8481,2,9,20,31.72,220.54,0,0.25,391.15,307.212,19.23,174.78,190.42,9,0.96,788,0.75,2,108.1,111.68,1.02,131
250317.8481,1,3,7,151.69,320.46,0,0.25,677.11,531.82,33.243,351.09,382.68,3,0.93,917,0.67,2,0.75,28.16,1.02,131
15841.32,11,28,67,526.88,963.08,0,1,6703.25,21058.92,5264.723,521.47,638.51,14,0.95,1134,0.59,2,64.45,61.46,1.01,125
250317.8481,2,23,48,49.51,177.78,0,0.25,496.15,389.682,24.353,151.91,169.09,10,0.93,1073,0.7,2,39.79,78.88,1.03,131
250317.8481,2,6,14,71.88,382.24,0,0.25,619.18,486.32,30.393,226.44,275.58,5,0.92,420,0.6,2,60.61,101.61,1.02,131
250317.8481,1,4,9,34.79,388.93,0,0.25,505.41,396.952,24.813,410.54,450.46,4,0.92,697,0.75,2,73.97,81.97,1.03,131
250317.8481,2,25,52,196.73,452.51,0,0.25,1112.46,873.722,54.613,300.71,352.56,13,0.94,2348,0.8,2,99.37,101.52,1.03,131
250317.8481,2,20,42,577.58,485.68,0,0.25,2255.3,1771.312,110.713,457.27,697.15,13,0.94,4690,0.57,2,89.93,94.81,1.03,131
715.412,6,100,206,353.66,814.29,76.91,0.32,13825.6,14102.52,1416.263,580.97,1065.88,19,0.92,11871,0.58,1.99,85.92,75.96,1.02,146
250317.8481,1,10,21,260.77,569.89,0,0.25,1658.14,1302.32,81.393,405.33,448.69,6,0.94,3539,0.52,2,67.8,76.64,1.02,131
4278.812,4,5,14,439.23,955,0.46,1,2894.54,9093.462,2273.373,614.1,642.18,3,0.94,511,0.6,2,53.43,67.13,1.01,125
250317.8481,2,12,26,92.72,419.52,0,0.25,825.81,648.592,40.543,325.27,352.53,10,0.94,1821,0.8,2,91.28,121.04,1.02,131
250317.8481,2,26,54,231.01,681.04,0,0.25,1774.77,1393.92,87.123,412.86,454.06,18,0.93,1483,0.68,2,97.98,100.49,1.03,131
250317.8481,2,1,4,30.03,154.64,0,0.25,221.27,173.792,10.863,107.09,118.24,2,0.92,289,0.5,2,103.05,103.26,1.02,131
250317.8481,1,29,59,247.16,322.15,0,0.25,1750.89,1375.152,85.953,310.04,700.34,14,0.94,3653,0.65,2,104.09,112.49,1.02,131
5802302,1,82,165,627.86,914.54,0,1,12010,37730.52,9432.633,543.74,867.42,16,0.94,2231,0.58,2,77.42,81.15,1.01,125
250317.8481,1,1,3,12.82,47.26,0,0.25,88.99,69.92,4.373,51.48,59.35,1,0.89,123,0,2,1.48,19.2,1.02,131
250317.8481,1,26,53,374.75,186.53,0,0.25,1129.76,887.312,55.463,261.87,441.36,15,0.94,2312,0.63,2,82.64,86.33,1.03,131
250317.8481,1,8,17,99.21,445.06,0,0.25,740.8,581.832,36.363,447.19,512.85,6,0.95,1503,0.67,2,79.13,79.46,1.02,131
250317.8481,2,24,50,79.16,323.65,0,0.25,722.15,567.182,35.453,266.54,295.48,8,0.9,982,0.58,2,51.38,88.39,1.04,131
183.822,7,103,213,476.05,724.43,588.22,0.35,15712.5,17348.42,2147.533,740.38,916.68,19,0.86,10145,0.55,1.99,71.36,82.27,1.03,142
336.162,5,57,119,401.24,904.56,295.87,0.71,12322.9,277532,5658.413,821.22,987.38,13,0.88,8796,0.5,1.85,72.07,54.1,1.03,142
250317.8481,1,25,51,664.98,1180.18,0,0.25,4594.64,3608.622,225.543,722.3,877.06,12,0.94,9591,0.68,2,89.28,83.73,1.02,131
250317.8481,2,18,38,199.38,314.87,0,0.25,1248.23,980.352,61.273,200.16,413.29,7,0.88,843,0.58,2,89.47,96.82,1.04,131
250317.8481,1,2,5,169.42,380.77,0,0.25,722.44,567.42,35.463,415.9,490.01,2,0.93,514,0.5,2,61.4,24.47,1.02,131
250317.8481,2,10,22,69.03,316.04,0,0.25,557.21,437.632,27.353,300.69,353.31,10,0.94,379,0.8,2,50.26,74.86,1.02,131
1031.352,7,63,133,331.44,828.51,245.29,0.63,13925.5,27760.82,4832.963,630.68,715.98,11,0.88,10608,0.37,1.91,76.4,50.54,1.03,142
250317.8481,1,18,37,109.31,416.23,0,0.25,990.29,777.782,48.613,308.34,378.19,13,0.94,2045,0.61,2,91.27,104.46,1.03,131
250317.8481,2,0,2,37.91,383.61,0,0.25,467.62,367.262,22.953,245.08,283.13,1,0.84,623,0,2,160.67,178.3,1.03,131
250317.8481,2,2,6,36.84,297.07,0,0.25,363,285.12,17.823,168.73,184.64,3,0.95,458,0.67,2,147.8,134.73,1.02,131
13612.32,10,41,92,757.14,755.14,0,1,9659.73,30346.92,7586.733,596.58,898.11,12,0.95,1684,0.51,2,72.71,65.93,1.01,125
4217.472,3,7,17,592.83,551.76,0.97,1,2756.88,8661.012,2165.253,466.3,518.54,4,0.94,480,0.46,2,44.5,71.25,1.01,125
13205.22,5,10,25,480.72,941.68,0.62,1,3332.33,10468.82,2617.23,717.28,979.58,7,0.95,575,0.51,2,80.65,82.37,1.01,125
6373.032,2,12,26,460.5,647.3,1.29,1,2973.42,9341.262,2335.323,409.27,649.95,5,0.91,533,0.52,2,60.65,73.33,1.02,125
250317.8481,2,3,8,150.06,288.87,0,0.25,611.01,479.892,29.993,184.13,221.56,3,0.92,1289,0.33,2,102.74,128.82,1.02,131
250317.8481,2,3,8,48.6,268.47,0,0.25,359.11,282.052,17.633,192.63,201.48,3,0.93,265,0.33,2,37.45,90.02,1.02,131
250317.8481,2,2,6,82.94,263.07,0,0.25,439.74,345.372,21.593,175.96,201.05,3,0.9,924,0.67,2,74.23,92.4,1.03,131
250317.8481,2,10,22,93.23,403.91,0,0.25,814.37,639.612,39.983,327.62,363.53,8,0.92,1779,0.64,2,65.54,85.47,1.03,131
250317.8481,2,9,20,107.12,333.51,0,0.25,607.78,477.352,29.833,330.45,406.34,9,0.95,419,0.78,2,65.16,93.82,1.02,131
183.442,1,5,11,13.16,92.36,6.52,1.75,143.93,827.362,396.593,95.98,109.01,5,0.93,73,0.8,1.4,104.69,111.57,1.02,144
250317.8481,2,15,32,158.95,686.43,0,0.25,1208,948.762,59.33,424.6,456.26,10,0.95,803,0.67,2,44.68,82.72,1.02,131
580.732,6,78,162,235.3,854.68,129.29,0.42,9093.47,11924.52,1455.893,891.23,1109.41,15,0.85,7009,0.61,1.7,87.59,84.41,1.05,146
59711.52,2,14,30,330.61,1101.01,0,1,2641.12,8297.332,2074.333,635.03,681.89,6,0.95,448,0.73,2,91.49,82.87,1.01,125
250317.8481,2,8,18,116.82,192.64,0,0.25,433.18,340.222,21.263,202.46,265.03,7,0.92,578,0.7,2,51.01,86.41,1.02,131
16117.62,8,69,146,675.01,986.29,11.27,1,12312.8,38681.82,9670.443,733.21,1663.21,10,0.94,2190,0.61,2,65.94,73.54,1.01,125
250317.8481,2,13,28,47.99,109.77,0,0.25,388.54,305.162,19.073,85.52,99.46,8,0.96,251,0.62,2,86.89,99.07,1.02,131
250317.8481,1,2,5,43.06,283.53,0,0.25,424.68,333.542,20.853,300.49,336.08,2,0.94,593,0.5,2,33.14,40.67,1.02,131
322.162,5,83,171,321.54,1129.43,306.47,0.32,15910.2,157572,1753.93,1033.55,1372.18,14,0.85,11792,0.41,1.96,74.2,82.76,1.04,142
250317.8481,1,2,5,81.22,257.14,0,0.25,419.65,329.62,20.63,272.12,299.66,2,0.9,555,0.5,2,80.29,38.14,1.03,131
250317.8481,1,109,219,255,374.13,0,0.25,3612.73,2837.432,177.343,336.02,425.11,33,0.95,7760,0.7,2,86.18,83.57,1.02,131
768.022,9,65,139,477.87,1359.73,219.23,0.38,13592.9,16088.92,1814.223,1006.39,1102.19,13,0.89,10014,0.53,1.9,91.35,79.68,1.02,142
250317.8481,1,9,19,38.09,159.15,0,0.25,284.22,223.232,13.953,107.53,137.92,5,0.95,576,0.48,2,88.03,95.31,1.03,131
250317.8481,2,4,10,46.64,251.54,0,0.25,384.63,302.092,18.883,243.78,272.65,5,0.93,518,0.8,2,44.71,85.06,1.02,131
250317.8481,2,4,10,92.03,207.73,0,0.25,425.7,334.342,20.93,210.63,234.33,5,0.94,270,0.8,2,112.34,112.03,1.02,131
250317.8481,1,5,11,141.71,61.51,0,0.25,344.96,270.932,16.933,111.79,171.66,5,0.95,754,0.8,2,76.88,95.6,1.02,131
250317.8481,1,8,17,98.97,394.45,0,0.25,911.3,715.732,44.733,229.99,343.91,7,0.91,1276,0.71,2,90.16,105.63,1.03,131
250317.8481,1,5,11,48,162.63,0,0.25,341.13,267.922,16.753,180.2,196.8,3,0.93,491,0.4,2,26.31,77.81,1.02,131
250317.8481,2,6,14,127.18,323.38,0,0.25,616.59,484.272,30.273,263.67,319.5,4,0.9,817,0.57,2,33.41,96.28,1.03,131
19176.12,11,19,49,493.03,1001.46,0,1,7414.5,23293.32,5823.343,663.56,854.79,4,0.92,1264,0.42,2,60.51,82.94,1.01,125
9066.222,6,10,26,438.07,782.66,3.64,1,2320.04,7288.632,1822.163,525.36,557.15,4,0.93,392,0.4,2,101.15,76.82,1.01,125
250317.8481,2,12,26,156.35,331.28,0,0.25,960.94,754.722,47.173,207.28,262.57,7,0.92,664,0.41,2,50.66,105.51,1.03,131
250317.8481,1,7,15,22.69,216.95,0,0.25,273.56,214.852,13.433,208.97,232.05,5,0.96,546,0.62,2,92.79,100.96,1.03,131
541.362,8,54,116,573.1,559.49,108.35,0.46,9513.78,13833.92,1907.263,482.65,599.1,8,0.91,8164,0.55,2,77.75,61.96,1.03,146
410.692,4,83,170,905.26,1011.92,441.38,0.38,19495.4,23184.52,3227.713,837.33,1138.16,17,0.84,13473,0.54,1.97,79.79,79,1.04,142
14475.52,3,88,179,699.49,853.13,0.82,1,15002.5,47131.92,117833,565.99,1231.07,23,0.95,2725,0.61,2,60.97,65.07,1.01,125
435.182,5,13,31,287.75,1358.84,197.29,0.58,5335.31,9775.292,1632.853,1283.81,1486.29,8,0.83,4371,0.51,1.64,76.46,48.1,1.05,142
2659.852,10,48,106,455.82,785.68,112.54,1.58,8264.69,43029.42,27512.53,782.22,833.74,14,0.94,639,0.41,1.3,54.48,53.43,1.02,143
154932,9,17,43,626.58,887.71,0.37,1,5703.27,17917.32,4479.343,632.39,727.21,10,0.96,937,0.68,2,71.63,59.93,1.01,125
250317.8481,2,4,10,57.68,512.24,0,0.25,654.52,514.062,32.133,488.73,541.4,4,0.91,1316,0.4,2,69.43,89.29,1.03,131
6053.152,3,3,9,500.9,796.49,6.94,1,1626.99,5111.342,1277.843,637.54,752.25,3,0.92,274,0.67,2,66.13,66.53,1.01,125
250317.8481,1,33,67,755.13,938.48,0,1,8952.57,28125.32,7031.333,743.11,928.73,14,0.94,1620,0.63,2,74.55,76.77,1.01,125
250317.8481,2,2,6,38.89,316.31,0,0.25,408.77,321.052,20.073,170.21,195.86,2,0.89,554,0,2,72.4,136.8,1.03,131
1437.382,5,14,33,472.36,951.23,0,1,4013.56,126092,3152.243,644.68,698.5,8,0.94,695,0.59,2,95.24,71.01,1.01,125
250317.8481,2,6,14,90.46,362.42,0,0.25,470.64,369.642,23.13,259.74,303.04,7,0.94,627,0.86,2,71.91,93.25,1.03,131
250317.8481,2,5,12,95.18,218.86,0,0.25,493.53,387.622,24.233,154.4,161.91,5,0.91,674,0.58,2,43.69,61.08,1.03,131
250317.8481,2,7,16,43.84,248.85,0,0.25,425.93,334.522,20.913,169.21,180.02,5,0.93,890,0.49,2,47.4,64.91,1.03,131
250317.8481,1,2,5,134.4,370.43,0,0.25,590.23,463.572,28.973,302.81,372.31,2,0.92,1204,0.5,2,103.52,91.79,1.02,131
250317.8481,2,12,26,211.26,501.55,0,0.25,1298.65,1019.962,63.753,285.3,854.91,7,0.9,2549,0.52,2,65.24,90.62,1.03,131
250317.8481,2,3,8,37.29,206.72,0,0.25,341.6,268.32,16.773,161.8,185.77,3,0.88,710,0.33,2,51.85,105.01,1.04,131
250317.8481,2,1,4,92.29,223.59,0,0.25,327.83,257.482,16.093,198.59,216.08,2,0.96,235,0.5,2,139.11,104.91,1.01,131
250317.8481,2,5,12,77.11,491.47,0,0.25,696.06,546.682,34.173,366.44,443.31,5,0.93,462,0.6,2,69.52,115.95,1.03,131
250317.8481,1,2,5,37.92,177.61,0,0.25,286.08,224.692,14.043,191.15,209.09,2,0.92,386,0.5,2,30.09,51.42,1.02,131
250317.8481,2,1,4,31.18,168.46,0,0.25,232.94,182.952,11.433,151.8,171.5,2,0.92,146,0.5,2,163.19,139.05,1.03,131
250317.8481,1,26,53,206.21,681.1,0,0.25,1774.72,1393.862,87.123,412.88,454.96,17,0.93,1484,0.7,2,108.06,105.08,1.03,131
256.042,6,75,156,833.61,1654.31,635.58,0.32,17041.5,17085.72,2005.133,1743.74,2493.4,19,0.78,10743,0.51,1.91,88.75,81.74,1.06,142
250317.8481,1,21,43,645.73,709.19,0,0.25,2261.16,1775.912,110.993,583.23,808.62,17,0.95,4648,0.73,2,91.64,91.33,1.03,131
12275.82,3,10,23,205.23,762.87,0.99,1,1859.35,5841.332,1460.333,540.53,578.81,4,0.96,333,0.45,2,59.01,50.72,1.01,125
250317.8481,2,2,6,91.02,610.49,0,0.25,727.9,571.692,35.733,359.65,383.37,3,0.96,1445,0.67,2,117.92,116.67,1.02,131
324.842,6,34,74,298.49,466.8,103.88,0.47,5813.65,8687.252,1350.673,393.5,501.23,8,0.86,4825,0.52,1.86,77.85,61.32,1.04,146
250317.8481,2,3,8,35.33,63.23,0,0.25,138.49,108.772,6.83,58.37,70.71,4,0.96,94,0.75,2,123.74,132.13,1.01,131
491.562,6,28,62,381.3,531.92,276.67,0.67,6957.55,14697.42,2788.953,464.96,621.92,6,0.86,5003,0.34,1.89,68.59,51.98,1.04,142
366.282,7,47,101,337.88,887.54,292.84,0.53,11149.2,18869.92,29293,828.52,1012.29,12,0.86,8371,0.36,1.87,81.06,50.69,1.04,142
250317.8481,1,9,19,160.6,1129.16,0,0.25,1667.33,1309.522,81.843,631.99,720.49,6,0.94,3533,0.42,2,81.3,88.5,1.02,131
250317.8481,2,1,4,26.33,111.33,0,0.25,154.69,121.52,7.593,66.31,70.42,2,0.95,106,0.5,2,76.97,95.53,1.01,131
4620.412,5,7,19,635.17,923.96,0,1,2753.36,8649.932,2162.483,558.95,656.13,2,0.96,482,0.14,2,76.98,67.4,1.01,125
29152.52,5,13,31,416.02,805.22,2.02,1,3109.1,9767.542,2441.883,632.32,675.19,7,0.98,521,0.62,2,60.25,56.45,1.01,125
250317.8481,2,16,34,110.75,206.79,0,0.25,512.49,402.512,25.163,228.7,257.48,12,0.91,712,0.77,2,45.89,88.11,1.04,131
250317.8481,1,34,69,356.04,651.44,0,0.25,3041.87,2389.082,149.323,579.14,693.71,14,0.94,6383,0.6,2,89.76,83.3,1.03,131
20941.62,3,19,41,671.2,1087.34,0,1,4837.69,151982,3799.513,657.61,688.84,6,0.95,896,0.53,2,65.54,66.87,1.01,125
250317.8481,2,7,16,225.76,340.58,0,0.25,896.57,704.172,44.013,230.71,535.84,7,0.93,1214,0.71,2,61.24,92.17,1.02,131
250317.8481,1,12,25,118.84,246.16,0,0.25,721.05,566.312,35.393,152.43,288.36,6,0.95,1568,0.63,2,75.67,86.91,1.02,131
21437.22,12,26,64,565.09,912.26,0,1,7398.94,23244.52,5811.123,682.81,701.46,14,0.95,1248,0.75,2,47.18,50.83,1.01,125
250317.8481,1,11,23,47.86,207.36,0,0.25,406.84,319.542,19.973,139.4,170.32,7,0.91,276,0.64,2,65.51,89.78,1.04,131
250317.8481,2,3,8,116.68,196.14,0,0.25,460.82,361.932,22.623,204.84,221.39,3,0.93,313,0.33,2,101.11,88.65,1.02,131
250317.8481,1,12,25,47.26,396.9,0,0.25,777.16,610.382,38.153,299.82,350.71,9,0.93,1595,0.65,2,78.37,93.26,1.03,131
250317.8481,2,3,8,68.92,223.73,0,0.25,348.68,273.852,17.123,183.1,216.57,4,0.93,477,0.75,2,46.88,88.37,1.02,131
