Soma Surface,Number of Stems,Number of Bifurcations,Number of Branches,Overall Width,Overall Height,Overall Depth,Average Diameter,Total Length,Total Surface,Total Volume,Max Euclidean Distance,Max Path Distance,Max Branch Order,Average Contraction,Total Fragmentation,Partition Asymmetry,Average Rall's Ratio,Average Bifurcation Angle Local,Average Bifurcation Angle Remote,Fractal Dimension,Category
250317.8481,2,5,12,82.68,480.11,0,0.25,667.7,524.412,32.783,403.45,453.74,6,0.94,1454,0.83,2,81.95,70.23,1.02,131
250317.8481,2,12,26,99.35,182.15,0,0.25,534.61,419.882,26.243,156.28,174.77,8,0.93,377,0.52,2,46.49,79.64,1.02,131
250317.8481,2,2,6,46.87,173.53,0,0.25,306.9,241.042,15.063,99.58,110.77,3,0.9,207,0.67,2,45.49,81.6,1.02,131
5418.432,7,14,35,439.06,1004.55,0,1,3535.6,11107.42,2776.863,799,847.7,9,0.97,625,0.54,2,89.03,97.13,1.01,125
262.042,6,87,180,442.22,2171.83,1290.99,0.4,21046,26258.62,3547.633,1896.37,2111.15,17,0.89,16150,0.44,1.95,86.96,66.64,1.03,142
250317.8481,1,9,19,126.45,182.85,0,0.25,645.45,506.942,31.683,175.32,402.93,8,0.86,872,0.73,2,89.37,111.44,1.06,131
250317.8481,2,5,12,28.37,115.64,0,0.25,212.38,166.82,10.433,96.61,104.04,5,0.94,414,0.6,2,97.8,119.62,1.02,131
250317.8481,1,6,13,362.1,423.85,0,0.25,1272.14,999.132,62.453,354.48,388.55,4,0.94,2750,0.5,2,125.17,111.43,1.02,131
250317.8481,2,11,24,276.27,337.37,0,0.25,1430.74,1123.72,70.233,277.84,340.85,5,0.93,3100,0.44,2,53.63,85.56,1.02,131
346.872,7,44,95,417.49,538.64,292.73,0.51,9751.96,15867.62,2316.213,569.64,693.25,12,0.86,7054,0.45,1.8,75.62,60.01,1.04,142
250317.8481,2,11,24,558.47,1155.46,0,0.25,2677.56,2102.952,131.433,991.53,1073.69,9,0.94,5841,0.59,2,90.37,89.43,1.02,131
16897.92,2,12,26,636.96,1119.92,0,1,3687.56,11584.82,2896.23,735.52,985.91,7,0.95,705,0.6,2,99.82,86.62,1.01,125
250317.8481,2,11,24,17,320.4,0,0.25,524.85,412.222,25.763,174.65,214.62,6,0.9,733,0.62,2,49.25,82.77,1.04,131
250317.8481,1,9,19,222.09,396.93,0,0.25,1468.29,1153.22,72.073,369.06,516.93,6,0.91,3113,0.55,2,94.47,117.66,1.03,131
479.012,3,3,9,32.86,260.3,21.08,1.92,475.95,2895.92,1442.513,199.39,209.9,2,0.97,105,0.33,1.54,32.72,26.59,1.01,144
250317.8481,2,9,20,95.54,258.31,0,0.25,712.5,559.592,34.973,211.06,243.25,7,0.91,470,0.73,2,50.47,71.97,1.03,131
250317.8481,2,24,50,238.56,736.78,0,0.25,1646.19,1292.912,80.813,581.26,716.99,11,0.93,3510,0.69,2,81.33,88.29,1.03,131
250317.8481,1,5,11,125.13,455.58,0,0.25,642.74,504.812,31.553,463.15,605.21,5,0.92,863,0.8,2,35.51,78.35,1.03,131
250317.8481,1,8,17,173.75,312.98,0,0.25,860.38,675.742,42.233,355.77,433.67,7,0.94,1625,0.71,2,116.6,102.93,1.02,131
250317.8481,2,36,74,248.37,463.18,0,0.25,1780.93,1398.742,87.423,460.94,526.08,21,0.93,2362,0.75,2,55.64,93.73,1.02,131
6317.212,3,5,13,846.96,895.28,0,1,3285.34,10321.22,2580.33,633.16,713.72,3,0.96,570,0.6,2,65.62,81.67,1.01,125
505.942,10,101,212,1115.6,792.48,134.05,0.42,23012.2,30507.72,4322.723,830.91,2490.2,13,0.9,19621,0.53,2,79.71,67.58,1.02,146
250317.8481,2,6,14,68.61,272.47,0,0.25,550.11,432.052,273,275.5,314.88,7,0.94,1135,0.86,2,116.37,117.74,1.02,131
230.962,1,1,3,3.07,84.59,2.49,1.85,102.29,589.752,271.493,87.56,88.53,1,0.97,22,0,2.45,27.81,14.21,1.01,144
250317.8481,2,1,4,42.59,186.22,0,0.25,294.15,231.022,14.443,155.08,179.85,2,0.85,191,0.5,2,135.85,101.79,1.02,131
250317.8481,2,15,32,104.39,746.88,0,0.25,1442.25,1132.742,70.83,636.61,692.07,14,0.96,3066,0.86,2,65.4,53.01,1.02,131
2331982,1,5,11,122.61,400.71,0,1,845.35,2655.752,663.943,347.86,362.29,4,0.97,153,0.47,2,69.46,76.2,1,125
250317.8481,2,6,14,112.8,384.12,0,0.25,543.34,426.742,26.673,243.52,275.42,6,0.93,745,0.67,2,31.44,87.08,1.02,131
3148.112,8,47,102,502.89,1540.54,113.16,1.38,8935.57,43407.32,31202.23,1190.92,1254.93,14,0.95,993,0.55,1.31,63.22,54.6,1.02,143
250317.8481,2,1,4,86.53,438.21,0,0.25,567.49,445.72,27.863,406.27,465.97,2,0.92,1205,0.5,2,157.43,166.17,1.02,131
250317.8481,1,4,9,26.68,141.36,0,0.25,209.73,164.722,10.33,110.89,135,4,0.95,284,0.75,2,101.06,109.49,1.02,131
250317.8481,1,10,21,151.1,220.86,0,0.25,758.67,595.862,37.243,193.52,232.4,6,0.93,1663,0.38,2,79.13,99.37,1.02,131
250317.8481,2,4,10,62.65,241.09,0,0.25,414.91,325.872,20.373,143.68,173.68,3,0.95,845,0.4,2,89.67,75.61,1.02,131
250317.8481,1,7,15,87.82,201.29,0,0.25,507.87,398.882,24.933,154.55,167.69,5,0.94,1068,0.62,2,94.2,95.7,1.03,131
841.152,6,97,200,639.28,1169.09,252.97,0.44,15939.6,23311.82,4332.363,731.08,1078.73,20,0.92,11243,0.5,1.93,76.51,71.93,1.02,142
759.292,5,95,195,529.09,688.29,95.32,0.42,12811,16342.62,2165.153,524.87,967.63,12,0.87,10385,0.48,2,85.11,76.21,1.04,146
250317.8481,1,24,49,192.14,729.75,0,0.25,1872.88,1470.952,91.933,641.18,744.25,15,0.93,3983,0.59,2,92.1,85.72,1.03,131
386.222,5,17,39,264.76,1354.85,116.09,0.58,4606.33,8287.542,1440.883,1275.56,1383.78,7,0.87,3502,0.59,1.97,77.45,60.26,1.03,142
250317.8481,2,12,26,136.59,446.55,0,0.25,1147.17,900.992,56.313,281.61,310.51,7,0.95,771,0.67,2,74.65,101.91,1.02,131
250317.8481,2,6,14,243.37,556.64,0,0.25,1027.73,807.182,50.453,386.78,446.95,6,0.94,2058,0.62,2,90.13,96.06,1.03,131
250317.8481,1,48,97,206.56,324,0,0.25,2026.04,1591.252,99.453,306.35,443.61,22,0.94,4301,0.69,2,89.87,92.26,1.02,131
250317.8481,2,2,6,29.07,247.91,0,0.25,288.83,226.852,14.183,168.53,184.14,3,0.94,362,0.67,2,81.48,106.16,1.02,131
250317.8481,1,17,35,78.6,294.62,0,0.25,722.95,567.82,35.493,175.93,195.83,7,0.95,1556,0.55,2,69.92,85.76,1.03,131
250317.8481,1,20,41,44.98,131.38,0,0.25,444.51,349.122,21.823,146.73,174.77,10,0.92,598,0.6,2,46.59,66.94,1.04,131
8335.712,4,1,6,718.3,847.05,0,1,2521.69,7922.132,1980.533,552.78,633.84,1,0.91,442,0,2,64.72,54.23,1.01,125
250317.8481,2,5,12,216.23,270.39,0,0.25,733.17,575.832,35.993,204.6,225.85,4,0.94,1436,0.5,2,119.94,98.65,1.02,131
374.672,8,28,64,253.06,718.38,200.56,0.59,4639.56,8594.962,1347.373,673.53,782.13,8,0.91,3564,0.44,1.92,81.84,52.01,1.02,142
250317.8481,1,12,25,123.5,307.17,0,0.25,742.8,583.392,36.463,248.36,335.31,8,0.95,1612,0.67,2,92.57,89.44,1.02,131
250317.8481,2,3,8,85.66,159.09,0,0.25,325.12,255.352,15.963,110.14,133.49,3,0.9,435,0.33,2,95.01,151.81,1.03,131
250317.8481,2,2,6,45.75,484.57,0,0.25,697.33,547.682,34.233,376.29,406.87,2,0.91,887,0,2,74.87,57.49,1.02,131
250317.8481,1,8,17,171.17,435.83,0,0.25,1018.88,800.232,50.013,321.42,346.32,5,0.95,2134,0.64,2,97.56,80.85,1.02,131
250317.8481,1,24,49,140.76,271.51,0,0.25,1080.23,848.412,53.033,282.28,354.54,21,0.93,1460,0.79,2,50.05,101.81,1.02,131
250317.8481,1,28,57,308.5,623.41,0,0.25,1959.3,1538.832,96.183,525.98,598.63,16,0.95,4255,0.58,2,92.83,85.61,1.02,131
250317.8481,2,12,26,162.41,239.72,0,0.25,704.67,553.452,34.593,198.16,320.34,8,0.91,848,0.6,2,66.26,96.24,1.03,131
250317.8481,1,4,9,74.77,134.01,0,0.25,255.04,200.32,12.523,137.51,225.14,4,0.88,332,0.75,2,56.87,99.17,1.08,131
250317.8481,2,10,22,55.12,514.62,0,0.25,844.66,663.392,41.463,370.25,419.48,8,0.93,1121,0.58,2,93.12,82.3,1.03,131
536.962,5,33,71,250.23,350.33,187.67,0.56,5823.58,10353.12,1643.163,333.44,591.19,12,0.83,4229,0.63,1.76,80.04,70.48,1.05,142
250317.8481,2,1,4,33.11,452.85,0,0.25,605.75,475.752,29.733,378.03,417.21,2,0.91,1241,0.5,2,134.89,133.07,1.02,131
3073.862,4,20,44,871.35,937.29,0.68,1,5078.76,15955.42,3988.853,605.19,683.79,8,0.95,932,0.62,2,70.72,69.59,1.01,125
250317.8481,2,77,156,248.91,459.79,0,0.25,3944.21,3097.782,193.613,356.38,731.34,27,0.93,2705,0.73,2,76.32,89.81,1.03,131
7791.272,7,23,53,384.54,641.9,0.09,1,3236.08,10166.42,2541.613,484.65,515.83,10,0.96,532,0.65,2,100.54,97.09,1.01,125
16128.22,4,10,24,844.96,830.93,0,1,3707,11645.92,2911.473,633.32,726.37,3,0.96,655,0.5,2,80.52,84.89,1.01,125
250317.8481,2,2,6,71.45,418.81,0,0.25,641.55,503.872,31.493,231.8,254.67,2,0.92,805,0,2,52.75,103.4,1.02,131
250317.8481,2,4,10,114.41,273.44,0,0.25,536.71,421.532,26.353,258.94,350.5,5,0.93,689,0.8,2,54.29,89.93,1.02,131
1667.342,4,4,12,624.85,667.89,0.28,1,2013.28,6324.922,1581.233,596.85,981.98,3,0.95,351,0.5,2,41.57,100.15,1.01,125
250317.8481,2,2,6,40.42,336.63,0,0.25,430.05,337.762,21.113,269.64,316.92,3,0.92,561,0.67,2,136.72,128.37,1.04,131
232.132,6,20,46,248.28,434.56,263.27,0.55,3989.46,6979.712,1127.493,468.58,590.03,6,0.86,2821,0.51,1.88,69.44,61.97,1.03,142
138222,3,1,5,399.44,1184.61,0,1,2135.68,6709.432,1677.363,656.24,751.24,1,0.92,367,0,2,89.93,69.86,1.01,125
250317.8481,1,13,27,94.75,424.3,0,0.25,912.95,717.032,44.813,364.01,431.94,7,0.94,1919,0.67,2,79.84,75.88,1.02,131
250317.8481,1,9,19,504.43,869.64,0,0.25,2374.82,1865.182,116.573,604.61,696.03,7,0.94,5006,0.59,2,77.28,90.89,1.01,131
250317.8481,2,1,4,62.54,150.04,0,0.25,252.34,198.192,12.393,96.69,159.92,2,0.86,331,0.5,2,72.46,105.78,1.03,131
250317.8481,1,199,399,239.64,317.68,0,0.25,4104.25,3223.472,201.473,352.81,734.54,53,0.94,8891,0.67,2,81.92,85.6,1.04,131
250317.8481,2,28,58,104.62,360.57,0,0.25,1138.67,894.312,55.893,224.12,270.37,12,0.92,769,0.66,2,60.64,95.36,1.03,131
250317.8481,2,9,20,149.84,418.43,0,0.25,1053.42,827.362,51.713,256.41,307.74,5,0.9,1414,0.39,2,51.31,100.66,1.03,131
17363.92,8,16,40,630.11,871.77,0,1,6064.53,19052.32,4763.073,640.29,1132.2,4,0.92,1022,0.35,2,90.55,84.16,1.01,125
250317.8481,2,4,10,32.33,331.73,0,0.25,456.55,358.572,22.413,239.16,260,3,0.93,590,0.4,2,53.7,83.3,1.02,131
250317.8481,1,26,53,84.55,151.14,0,0.25,427.48,335.742,20.983,84.17,144.11,12,0.96,911,0.67,2,88.93,88.22,1.03,131
250317.8481,2,14,30,419.61,793.12,0,0.25,2810.57,2207.422,137.963,703.94,840.94,10,0.93,5747,0.58,2,124.36,105.85,1.03,131
222.522,5,41,87,336.12,739.52,321.61,0.67,9437.42,19876.92,3558.933,675.74,805.21,11,0.86,6695,0.48,1.91,67.85,61.6,1.04,142
359.62,5,49,103,404.7,395.21,95.42,0.61,6308.1,12392.42,3276.893,339.28,771.2,17,0.87,5052,0.51,2,90.67,90.89,1.04,146
22994.52,6,23,52,603.45,664.65,1.51,1,5103.69,16033.72,4008.433,599.7,1186.19,12,0.92,885,0.67,2,49.46,72.29,1.01,125
250317.8481,1,5,11,232.54,630.4,0,0.25,1169.52,918.542,57.413,496.79,538.86,4,0.94,2402,0.47,2,116.75,96.49,1.02,131
250317.8481,2,7,16,66.07,250.24,0,0.25,515.93,405.212,25.333,218.74,323.8,5,0.87,369,0.64,2,38.66,85.96,1.04,131
3623.152,3,3,9,248.23,1055.41,1.27,1,1513.96,4756.252,1189.063,663.72,728.54,2,0.92,268,0.33,2,30.82,114.99,1.01,125
9028.612,3,9,21,427.06,606.86,0.5,1,2592.51,8144.612,2036.153,510.5,671.01,5,0.95,454,0.59,2,61.82,64.81,1.01,125
250317.8481,2,10,22,138.18,468.81,0,0.25,1169.2,918.292,57.393,333.24,376.63,6,0.92,1627,0.41,2,54.41,69.27,1.03,131
250317.8481,1,3,7,18.94,55.36,0,0.25,102.11,80.22,5.013,57.88,70.41,3,0.94,138,0.67,2,26.66,35.46,1.02,131
250317.8481,2,3,8,150.21,196.43,0,0.25,488.23,383.452,23.973,197.51,291.07,4,0.9,666,0.75,2,64.83,61.74,1.02,131
804.212,7,78,163,531.79,905.69,203.68,0.55,13395.6,24319.42,5248.343,677.96,1235.01,18,0.89,10880,0.49,1.97,83.03,72.26,1.03,146
250317.8481,1,9,19,357.53,285.41,0,0.25,1050.61,825.152,51.573,338.37,493.89,5,0.91,2253,0.5,2,48.89,71.37,1.02,131
250317.8481,1,27,55,117.39,366.29,0,0.25,1047.36,822.592,51.413,344.66,415.29,16,0.94,2218,0.71,2,94.68,87.08,1.03,131
250317.8481,1,18,37,123.12,309.62,0,0.25,632.85,497.042,31.073,207.58,290.74,14,0.94,1253,0.72,2,92.04,96.97,1.03,131
11870.82,4,7,18,211.28,889.42,0,1,2203.18,6921.492,1730.373,649.97,700.19,5,0.94,379,0.71,2,62.22,62.95,1.01,125
1419.642,5,44,93,337.68,1418.48,125.91,0.59,10979,20840.62,3585.773,1267.38,1337.61,21,0.9,9394,0.65,1.69,64.39,51.98,1.03,146
250317.8481,2,6,14,87.02,138.99,0,0.25,458.15,359.832,22.493,148.3,169.71,5,0.93,306,0.42,2,67.78,67.6,1.02,131
250317.8481,2,1,4,41.11,261.54,0,0.25,427.11,335.452,20.973,194.95,208.28,2,0.93,566,0.5,2,83.34,83.44,1.02,131
250317.8481,2,3,8,133.56,227.37,0,0.25,469.34,368.622,23.043,168.92,191.52,3,0.91,664,0.33,2,64.86,105.65,1.02,131
3505.692,6,6,18,302.28,734.32,0.46,1,1986.31,6240.172,1560.043,545.45,553.28,3,0.95,347,0.5,2,63.83,45.56,1.01,125
13801.22,7,27,61,464.94,932.42,0.91,1,5524.68,17356.32,4339.073,630.72,710.21,15,0.95,946,0.65,2,69.14,73.7,1.01,125
250317.8481,1,66,133,179.65,495.78,0,0.25,2372.84,1863.632,116.483,375.69,786.61,28,0.95,4955,0.68,2,84.64,97.32,1.03,131
250317.8481,2,5,12,142.03,586.82,0,0.25,965.36,758.22,47.393,344.58,426.9,4,0.92,1277,0.5,2,54.56,104.41,1.02,131
12512.62,5,21,47,796.36,1057.56,1.24,1,7008.71,22018.52,5504.633,664.21,934.05,8,0.95,1228,0.54,2,61.27,65.03,1.01,125
250317.8481,1,5,11,284.78,368.2,0,0.25,949.72,745.912,46.623,348.83,437.44,5,0.93,2005,0.8,2,101.47,108.98,1.02,131
250317.8481,1,28,57,91.51,315.28,0,0.25,1109.08,871.072,54.443,335.41,386.69,16,0.93,2316,0.68,2,78.79,88.49,1.03,131
250317.8481,2,13,28,82.22,348,0,0.25,827.78,650.142,40.633,236.77,270.37,7,0.92,1111,0.66,2,28.46,72.45,1.03,131
489.082,6,28,62,194.64,376.97,179.35,0.66,5475.9,11510.32,2330.283,328.56,461.43,10,0.77,3448,0.44,1.73,61.82,69.29,1.08,142
250317.8481,2,8,18,31.74,301.9,0,0.25,481.76,378.372,23.653,169.43,193.23,8,0.92,984,0.75,2,51.37,63.85,1.04,131
250317.8481,2,1,4,32.76,429.38,0,0.25,502.51,394.672,24.673,262.96,290.37,2,0.94,695,0.5,2,103.9,93.38,1.01,131
250317.8481,1,2,5,26.86,148.02,0,0.25,215.07,168.912,10.563,158.01,166.88,2,0.96,275,0.5,2,60.78,22.08,1.02,131
290.672,7,27,61,319.28,1002.9,92.89,0.59,6044.04,11530.12,2110.593,540.54,565.15,12,0.92,5108,0.55,1.97,70.48,65.1,1.03,146
250317.8481,1,8,17,34.4,132.35,0,0.25,296.73,233.052,14.573,145.7,157.97,6,0.95,625,0.49,2,111.41,115.49,1.04,131
250317.8481,2,18,38,132.59,167.1,0,0.25,695.46,546.212,34.143,170.5,305.88,11,0.93,1436,0.7,2,96.63,100.07,1.03,131
250317.8481,2,6,14,151.52,320.55,0,0.25,858.35,674.152,42.133,235.39,256.43,6,0.93,549,0.66,2,62.09,84.14,1.02,131
250317.8481,1,33,67,62.19,249.6,0,0.25,766.66,602.132,37.633,226.09,263.98,23,0.95,1635,0.69,2,77.32,82.07,1.03,131
661.262,7,97,201,620.78,696.24,339.35,0.34,18495.3,197602,2381.333,557.18,732.29,16,0.89,12895,0.49,1.96,74.28,78.72,1.02,142
250317.8481,1,9,19,251.12,652.82,0,0.25,1607.04,1262.162,78.893,531.84,582.27,7,0.96,3348,0.72,2,107.95,94.48,1.02,131
250317.8481,2,18,38,192.16,305.41,0,0.25,1070.76,840.972,52.563,233,301.67,12,0.95,2322,0.67,2,81.28,93.99,1.03,131
250317.8481,2,13,28,101.94,415.1,0,0.25,823.87,647.062,40.443,389.96,494.52,9,0.93,1633,0.51,2,76.26,97.63,1.02,131
7312.522,4,13,30,700.2,914.89,0,1,5576.79,175202,43803,644.42,948.46,7,0.95,990,0.39,2,65.97,55.72,1.01,125
250317.8481,2,12,26,165.5,174.12,0,0.25,793.73,623.392,38.963,181.22,198.82,6,0.92,518,0.53,2,50.23,77.61,1.02,131
446.822,8,104,216,695.99,683.08,138.31,0.44,15735.3,21070.22,2677.553,502.48,1653.74,14,0.87,12821,0.54,1.95,88.44,68.74,1.04,146
250317.8481,2,0,2,13.51,230.27,0,0.25,254.09,199.562,12.473,158.95,167.6,1,0.94,153,0,2,148.88,173.99,1.02,131
250317.8481,1,59,119,221.37,306.12,0,0.25,2645.24,2077.572,129.853,274.72,517.58,23,0.93,1782,0.58,2,72.38,87.02,1.03,131
447.382,7,20,47,320.6,422.13,243.08,0.63,4672.05,9383.042,1694.573,434.42,530.62,9,0.86,3047,0.51,1.73,80.67,71.69,1.03,142
250317.8481,1,4,9,76.37,246.36,0,0.25,549.42,431.522,26.973,179.46,351.07,4,0.87,1045,0.75,2,29.81,135.4,1.03,131
250317.8481,1,8,17,138.51,236.92,0,0.25,542.43,426.022,26.633,196.24,275.9,6,0.95,1120,0.65,2,94.54,93.9,1.03,131
250317.8481,2,0,2,59.23,179.25,0,0.25,244.85,192.312,12.023,158.83,182.15,1,0.91,294,0,2,150.69,113.27,1.01,131
610.032,7,33,73,277.31,662.26,220.52,0.56,7126.75,12627.52,2054.473,505.77,626.55,9,0.89,5178,0.48,1.79,79.75,55.61,1.03,142
250317.8481,1,16,33,54.65,424.87,0,0.25,719.04,564.732,35.33,399.46,439.22,11,0.95,1559,0.56,2,93,101.53,1.02,131
250317.8481,2,12,26,255.73,213.77,0,0.25,1138.25,893.982,55.873,218.55,471.17,6,0.91,768,0.52,2,62.26,75.5,1.02,131
250317.8481,2,0,2,188.05,415.3,0,0.25,651.4,511.612,31.983,335.34,424.18,1,0.85,837,0,2,100.75,102.69,1.02,131
14097.72,2,10,22,631.19,905.2,0,1,3742.21,11756.52,2939.123,561.75,673.49,4,0.96,660,0.42,2,74.61,64.86,1.01,125
250317.8481,2,13,28,85.57,200.14,0,0.25,557.04,437.52,27.343,140.33,158.14,7,0.92,366,0.49,2,74.1,95,1.03,131
250317.8481,1,10,21,428.75,1007.81,0,0.25,2036.87,1599.752,99.983,961.53,1158.75,6,0.94,4277,0.53,2,79.82,95.69,1.03,131
250317.8481,2,10,22,320.36,372.71,0,0.25,1424.87,1119.092,69.943,330.82,368.94,5,0.92,3096,0.43,2,69.91,79.56,1.03,131
250317.8481,2,2,6,38.26,334.46,0,0.25,444.56,349.152,21.823,187.58,205.72,3,0.9,946,0.67,2,46.04,98.25,1.03,131
144.782,1,38,77,769.22,935.22,0,1,9639.98,30284.92,7571.223,606.75,1156.49,12,0.95,1765,0.55,2,70.64,67.43,1.01,125
250317.8481,1,14,29,39.78,407.28,0,0.25,655.48,514.812,32.183,335.21,358.12,8,0.96,1442,0.5,2,85.09,97.77,1.02,131
569.832,7,72,151,421.69,951.27,269.73,0.49,14663.2,22783.52,3128.773,985.4,1085.42,13,0.93,10461,0.52,1.88,63.93,54.7,1.02,142
250317.8481,2,18,38,65.48,99.17,0,0.25,385.41,302.72,18.923,64.04,83.82,10,0.93,744,0.51,2,93.51,94.69,1.05,131
250317.8481,2,2,6,114.99,447.97,0,0.25,693.73,544.862,34.053,416.49,454.97,3,0.93,975,0.67,2,76.19,119.34,1.02,131
250317.8481,1,11,23,94.85,320.84,0,0.25,796.33,625.432,39.093,332.67,409.3,9,0.92,1085,0.77,2,12.75,55.92,1.03,131
10723.82,8,32,72,530.28,763.31,0,1,6561.66,206142,5153.513,522.94,583.62,9,0.93,1197,0.66,2,87.42,80.68,1.01,125
250317.8481,1,15,31,376.52,988.65,0,0.25,1863.54,1463.622,91.483,782.62,947.32,11,0.93,3880,0.66,2,75.2,85.64,1.03,131
250317.8481,1,98,197,347.81,482.74,0,0.25,3175.88,2494.332,155.93,331.85,517.78,32,0.95,6822,0.63,2,82.27,84.58,1.03,131
629.52,5,46,97,425.09,865.2,141.87,0.5,9994.78,16147.32,2822.393,701.96,895.32,10,0.86,8237,0.6,1.89,78.79,72.2,1.04,146
250317.8481,2,6,14,40.84,149.41,0,0.25,384.31,301.842,18.863,97.72,108.92,6,0.92,243,0.66,2,111.48,111.35,1.03,131
250317.8481,2,6,14,39.11,401.23,0,0.25,699.13,549.12,34.323,230.91,257.52,5,0.94,983,0.62,2,59.6,57.23,1.02,131
9697.852,6,10,26,500.71,805.25,0,1,3986.66,12524.52,3131.123,493.12,538.85,5,0.94,685,0.6,2,74.65,62.78,1.02,125
500.222,2,2,6,26.13,87.84,5.69,1.97,154.02,984.232,535.053,61.42,69.56,2,0.77,60,0.5,1.32,143.08,147.03,1.1,144
250317.8481,1,30,61,112.48,345.88,0,0.25,1266.76,994.912,62.183,271.58,502.74,21,0.94,2720,0.69,2,83.91,94.42,1.03,131
250317.8481,2,4,10,38.68,194.7,0,0.25,304.68,239.32,14.963,178.8,200.06,4,0.94,665,0.47,2,65.84,115.44,1.02,131
250317.8481,2,6,14,72.15,335.1,0,0.25,494.44,388.342,24.273,214.65,259.18,6,0.93,674,0.67,2,55.48,80.92,1.02,131
250317.8481,1,153,307,895.57,1207.27,0,0.25,12707.4,9980.342,623.773,906.56,1334.64,37,0.95,26741,0.7,2,82.87,81.51,1.02,131
250317.8481,1,14,29,142.82,510.76,0,0.25,1555.2,1221.452,76.343,355.31,394.63,9,0.95,3422,0.56,2,99.9,85.13,1.03,131
34313.62,2,7,16,358.04,841.97,0,1,1776.47,5580.932,1395.233,699.09,807.73,5,0.95,304,0.71,2,70.13,86.84,1.01,125
250317.8481,1,33,67,107.39,304.28,0,0.25,1256.98,987.232,61.73,239.48,389.21,17,0.94,2628,0.71,2,101.76,102.44,1.03,131
250317.8481,2,2,6,210.79,268.66,0,0.25,533.08,418.682,26.173,200.89,216.78,2,0.94,1037,0,2,47.58,112.73,1.02,131
250317.8481,1,80,161,220.34,405.48,0,0.25,2830.82,2223.322,138.963,316.12,418.01,18,0.94,6025,0.59,2,82.05,87.95,1.03,131
658.642,8,88,184,386.61,612.1,274.37,0.63,16246.2,32448.92,5921.633,638.35,788.22,15,0.89,11587,0.46,1.83,72.72,48.87,1.03,142
250317.8481,1,12,25,157.99,230.03,0,0.25,702.1,551.432,34.463,186.48,213.62,9,0.95,1453,0.66,2,97.38,91.04,1.02,131
250317.8481,2,3,8,214.58,206.28,0,0.25,579.04,454.782,28.423,203.21,247.4,3,0.91,805,0.25,2,83.11,87.86,1.03,131
226.22,4,89,182,838.03,1458.69,301.62,0.33,12856,13436.12,1501.783,1498.66,1859.25,18,0.87,9139,0.61,1.92,81.21,84.93,1.03,142
250317.8481,2,2,6,49.9,251.85,0,0.25,370.24,290.792,18.173,155.24,189.46,2,0.9,498,0,2,62.9,89.68,1.02,131
250317.8481,2,6,14,83.53,211.09,0,0.25,421.92,331.382,20.713,212.43,231.87,6,0.94,299,0.62,2,74.13,83.13,1.02,131
3144.032,8,47,102,451.25,1404.38,116.04,1.46,9116.51,46076.12,33921.13,823.53,906.1,19,0.94,1062,0.61,1.27,63.49,58.09,1.02,143
250317.8481,2,0,2,19.6,265.23,0,0.25,362.63,284.812,17.83,215.1,287.53,1,0.83,689,0,2,45.17,162.01,1.03,131
250317.8481,1,30,61,106.82,170.9,0,0.25,639.01,501.882,31.373,152.51,216.02,12,0.95,1393,0.68,2,89.3,94.12,1.03,131
250317.8481,2,30,62,67.13,111.99,0,0.25,624.09,490.162,30.633,95.23,208.62,19,0.95,1330,0.73,2,76.33,95.86,1.03,131
250317.8481,2,9,20,147.66,201.96,0,0.25,563.16,442.32,27.643,159.69,186.05,5,0.94,761,0.56,2,65.95,95.16,1.02,131
250317.8481,2,5,12,37.95,316.4,0,0.25,462.05,362.892,22.683,171.05,185.68,4,0.95,317,0.53,2,39.37,62.94,1.02,131
250317.8481,2,15,32,103.48,290.12,0,0.25,1048.69,823.642,51.483,195.52,212.92,7,0.92,2262,0.54,2,38.93,50.35,1.03,131
250317.8481,2,1,4,26.91,255.35,0,0.25,351.08,275.742,17.233,167.03,186.68,2,0.91,770,0.5,2,82.54,100.45,1.03,131
250317.8481,2,11,24,40.17,170.97,0,0.25,609.1,478.392,29.93,186.61,203.74,7,0.92,776,0.51,2,64.4,62.74,1.03,131
250317.8481,1,17,35,211.43,212.25,0,0.25,707.94,556.012,34.753,219.03,390.16,11,0.94,1528,0.54,2,78.01,106.23,1.03,131
250317.8481,1,3,7,88.53,268.56,0,0.25,429.76,337.532,21.13,207.97,263.52,3,0.96,268,0.67,2,135.53,138.69,1.02,131
250317.8481,2,7,16,83.95,153.97,0,0.25,371.1,291.462,18.223,116.09,199.75,8,0.91,256,0.88,2,32.5,105.65,1.02,131
250317.8481,1,26,53,105.62,456.28,0,0.25,1387.86,1090.022,68.133,430.04,635.18,15,0.9,2713,0.8,2,72.66,79.25,1.05,131
201.052,6,33,72,299.9,359.92,253.93,0.51,6854.14,112732,1707.253,308.67,442.3,9,0.89,4663,0.51,1.82,72.57,67.38,1.03,142
250317.8481,1,7,15,117.64,212.36,0,0.25,561.2,440.762,27.553,211.84,278.61,5,0.91,383,0.62,2,48.11,91.32,1.03,131
250317.8481,2,2,6,139.87,190.7,0,0.25,574.38,451.122,28.193,204.89,285.14,3,0.87,367,0.67,2,80.07,78.24,1.02,131
250317.8481,2,3,8,117.45,476.06,0,0.25,1018.9,800.242,50.023,400.04,691.65,3,0.83,1969,0.25,2,57.05,115.65,1.05,131
